arxiv_id,arxiv_base_id,title,authors,year,published,updated,abstract,categories,abs_url,pdf_url,source_query,pdf_path,text_path,download_status,extract_status,text_chars,is_anchor
1707.08913v1,1707.08913,Multi-Stakeholder Recommendation: Applications and Challenges,Yong Zheng,2017,2017-07-27T15:52:18Z,2017-07-27T15:52:18Z,"Recommender systems have been successfully applied to assist decision making by producing a list of item recommendations tailored to user preferences. Traditional recommender systems only focus on optimizing the utility of the end users who are the receiver of the recommendations. By contrast, multi-stakeholder recommendation attempts to generate recommendations that satisfy the needs of both the end users and other parties or stakeholders. This paper provides an overview and discussion about the multi-stakeholder recommendations from the perspective of practical applications, available data sets, corresponding research challenges and potential solutions.",cs.IR,http://arxiv.org/abs/1707.08913v1,https://arxiv.org/pdf/1707.08913v1,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/1707.08913.pdf,data/processed/texts/1707.08913.txt,already_exists,extracted,25587,False
1708.00120v1,1708.00120,Multiple Stakeholders in Music Recommender Systems,Himan Abdollahpouri; Steve Essinger,2017,2017-08-01T01:14:41Z,2017-08-01T01:14:41Z,"Music recommendation services collectively spin billions of songs for millions of listeners on a daily basis. Users can typically listen to a variety of songs tailored to their personal tastes and preferences. Music is not the only type of content encountered in these services, however. Advertisements are generally interspersed throughout the music stream to generate revenue for the business. Additional content may include artist messaging, ticketing, sports, news and weather. In this paper, we discuss issues that arise when multiple content providers are stakeholders in the recommendation process. These stakeholders each have their own objectives and must work in concert to sustain a healthy music recommendation service.",cs.CY; cs.IR,http://arxiv.org/abs/1708.00120v1,https://arxiv.org/pdf/1708.00120v1,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/1708.00120.pdf,data/processed/texts/1708.00120.txt,already_exists,extracted,10706,False
2203.16942v1,2203.16942,Sequential Recommendation with User Evolving Preference Decomposition,Weiqi Shao; Xu Chen; Long Xia; Jiashu Zhao; Dawei Yin,2022,2022-03-31T10:57:59Z,2022-03-31T10:57:59Z,"Modeling user sequential behaviors has recently attracted increasing attention in the recommendation domain. Existing methods mostly assume coherent preference in the same sequence. However, user personalities are volatile and easily changed, and there can be multiple mixed preferences underlying user behaviors. To solve this problem, in this paper, we propose a novel sequential recommender model via decomposing and modeling user independent preferences. To achieve this goal, we highlight three practical challenges considering the inconsistent, evolving and uneven nature of the user behavior, which are seldom noticed by the previous work. For overcoming these challenges in a unified framework, we introduce a reinforcement learning module to simulate the evolution of user preference. More specifically, the action aims to allocate each item into a sub-sequence or create a new one according to how the previous items are decomposed as well as the time interval between successive behaviors. The reward is associated with the final loss of the learning objective, aiming to generate sub-sequences which can better fit the training data. We conduct extensive experiments based on six real-world datasets across different domains. Compared with the state-of-the-art methods, empirical studies manifest that our model can on average improve the performance by about 8.21%, 10.08%, 10.32%, and 9.82% on the metrics of Precision, Recall, NDCG and MRR, respectively.",cs.IR,http://arxiv.org/abs/2203.16942v1,https://arxiv.org/pdf/2203.16942v1,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/2203.16942.pdf,data/processed/texts/2203.16942.txt,already_exists,extracted,51322,False
2206.07351v2,2206.07351,RecBole 2.0: Towards a More Up-to-Date Recommendation Library,Wayne Xin Zhao; Yupeng Hou; Xingyu Pan; Chen Yang; Zeyu Zhang; Zihan Lin; Jingsen Zhang; Shuqing Bian; Jiakai Tang; Wenqi Sun; Yushuo Chen; Lanling Xu; Gaowei Zhang; Zhen Tian; Changxin Tian; Shanlei Mu; Xinyan Fan; Xu Chen; Ji-Rong Wen,2022,2022-06-15T08:03:29Z,2022-06-16T03:57:42Z,"In order to support the study of recent advances in recommender systems, this paper presents an extended recommendation library consisting of eight packages for up-to-date topics and architectures. First of all, from a data perspective, we consider three important topics related to data issues (i.e., sparsity, bias and distribution shift), and develop five packages accordingly: meta-learning, data augmentation, debiasing, fairness and cross-domain recommendation. Furthermore, from a model perspective, we develop two benchmarking packages for Transformer-based and graph neural network (GNN)-based models, respectively. All the packages (consisting of 65 new models) are developed based on a popular recommendation framework RecBole, ensuring that both the implementation and interface are unified. For each package, we provide complete implementations from data loading, experimental setup, evaluation and algorithm implementation. This library provides a valuable resource to facilitate the up-to-date research in recommender systems. The project is released at the link: https://github.com/RUCAIBox/RecBole2.0.",cs.IR,http://arxiv.org/abs/2206.07351v2,https://arxiv.org/pdf/2206.07351v2,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/2206.07351.pdf,data/processed/texts/2206.07351.txt,already_exists,extracted,23877,False
2211.01154v1,2211.01154,Mitigating Popularity Bias in Recommendation with Unbalanced Interactions: A Gradient Perspective,Weijieying Ren; Lei Wang; Kunpeng Liu; Ruocheng Guo; Lim Ee Peng; Yanjie Fu,2022,2022-10-31T01:01:41Z,2022-10-31T01:01:41Z,"Recommender systems learn from historical user-item interactions to identify preferred items for target users. These observed interactions are usually unbalanced following a long-tailed distribution. Such long-tailed data lead to popularity bias to recommend popular but not personalized items to users. We present a gradient perspective to understand two negative impacts of popularity bias in recommendation model optimization: (i) the gradient direction of popular item embeddings is closer to that of positive interactions, and (ii) the magnitude of positive gradient for popular items are much greater than that of unpopular items. To address these issues, we propose a simple yet efficient framework to mitigate popularity bias from a gradient perspective. Specifically, we first normalize each user embedding and record accumulated gradients of users and items via popularity bias measures in model training. To address the popularity bias issues, we develop a gradient-based embedding adjustment approach used in model testing. This strategy is generic, model-agnostic, and can be seamlessly integrated into most existing recommender systems. Our extensive experiments on two classic recommendation models and four real-world datasets demonstrate the effectiveness of our method over state-of-the-art debiasing baselines.",cs.IR,http://arxiv.org/abs/2211.01154v1,https://arxiv.org/pdf/2211.01154v1,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/2211.01154.pdf,data/processed/texts/2211.01154.txt,already_exists,extracted,47446,False
2006.15772v2,2006.15772,Multi-sided Exposure Bias in Recommendation,Himan Abdollahpouri; Masoud Mansoury,2020,2020-06-29T02:00:25Z,2020-07-01T18:15:46Z,"Academic research in recommender systems has been greatly focusing on the accuracy-related measures of recommendations. Even when non-accuracy measures such as popularity bias, diversity, and novelty are studied, it is often solely from the users' perspective. However, many real-world recommenders are often multi-stakeholder environments in which the needs and interests of several stakeholders should be addressed in the recommendation process. In this paper, we focus on the popularity bias problem which is a well-known property of many recommendation algorithms where few popular items are over-recommended while the majority of other items do not get proportional attention and address its impact on different stakeholders. Using several recommendation algorithms and two publicly available datasets in music and movie domains, we empirically show the inherent popularity bias of the algorithms and how this bias impacts different stakeholders such as users and suppliers of the items. We also propose metrics to measure the exposure bias of recommendation algorithms from the perspective of different stakeholders.",cs.IR,http://arxiv.org/abs/2006.15772v2,https://arxiv.org/pdf/2006.15772v2,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/2006.15772.pdf,data/processed/texts/2006.15772.txt,already_exists,extracted,24282,False
2101.03392v1,2101.03392,Generate Natural Language Explanations for Recommendation,Hanxiong Chen; Xu Chen; Shaoyun Shi; Yongfeng Zhang,2021,2021-01-09T17:00:41Z,2021-01-09T17:00:41Z,"Providing personalized explanations for recommendations can help users to understand the underlying insight of the recommendation results, which is helpful to the effectiveness, transparency, persuasiveness and trustworthiness of recommender systems. Current explainable recommendation models mostly generate textual explanations based on pre-defined sentence templates. However, the expressiveness power of template-based explanation sentences are limited to the pre-defined expressions, and manually defining the expressions require significant human efforts. Motivated by this problem, we propose to generate free-text natural language explanations for personalized recommendation. In particular, we propose a hierarchical sequence-to-sequence model (HSS) for personalized explanation generation. Different from conventional sentence generation in NLP research, a great challenge of explanation generation in e-commerce recommendation is that not all sentences in user reviews are of explanation purpose. To solve the problem, we further propose an auto-denoising mechanism based on topical item feature words for sentence generation. Experiments on various e-commerce product domains show that our approach can not only improve the recommendation accuracy, but also the explanation quality in terms of the offline measures and feature words coverage. This research is one of the initial steps to grant intelligent agents with the ability to explain itself based on natural language sentences.",cs.IR; cs.AI; cs.CL,http://arxiv.org/abs/2101.03392v1,https://arxiv.org/pdf/2101.03392v1,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/2101.03392.pdf,data/processed/texts/2101.03392.txt,already_exists,extracted,47724,False
2602.12129v2,2602.12129,Towards Personalized Bangla Book Recommendation: A Large-Scale Heterogeneous Book Graph Dataset,Rahin Arefin Ahmed; Md. Anik Chowdhury; Sakil Ahmed Sheikh Reza; Devnil Bhattacharjee; Muhammad Abdullah Adnan; Julian McAuley; Nafis Sadeq,2026,2026-02-12T16:18:55Z,2026-06-08T09:27:14Z,"Personalized book recommendation in Bangla literature has been constrained by the lack of structured, large-scale, and publicly available datasets. This work introduces RokomariBG, a large-scale heterogeneous book graph dataset designed to support research on personalized recommendation in a low-resource language setting. The dataset comprises 127,302 books, 63,723 users, 16,601 authors, 1,515 categories, 2,757 publishers, and 209,602 reviews, connected through several relation types and organized as a comprehensive knowledge graph. To demonstrate the utility of the dataset, we present a systematic benchmarking study on the top-N recommendation and sequential recommendation tasks, evaluating a diverse set of representative recommendation models. Through comprehensive benchmarking, we demonstrate that recommendation performance in this domain is strongly influenced by both heterogeneous relational information and code-mixed textual metadata. These findings reveal unique challenges of Bangladeshi e-commerce ecosystems that are largely absent from existing recommendation benchmarks. Overall, this work establishes a foundational benchmark and a publicly available resource for Bangla book recommendation research, enabling reproducible evaluation and future studies on recommendation in low-resource cultural domains. The dataset and code are publicly available at https://github.com/backlashblitz/Bangla-Book-Recommendation-Dataset",cs.IR; cs.LG,http://arxiv.org/abs/2602.12129v2,https://arxiv.org/pdf/2602.12129v2,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/2602.12129.pdf,data/processed/texts/2602.12129.txt,already_exists,extracted,34205,False
1707.09790v1,1707.09790,Evaluating Music Recommender Systems for Groups,Zsolt Mezei; Carsten Eickhoff,2017,2017-07-31T10:00:55Z,2017-07-31T10:00:55Z,"Recommendation to groups of users is a challenging and currently only passingly studied task. Especially the evaluation aspect often appears ad-hoc and instead of truly evaluating on groups of users, synthesizes groups by merging individual preferences. In this paper, we present a user study, recording the individual and shared preferences of actual groups of participants, resulting in a robust, standardized evaluation benchmark. Using this benchmarking dataset, that we share with the research community, we compare the respective performance of a wide range of music group recommendation techniques proposed in the",cs.AI; cs.HC; cs.IR,http://arxiv.org/abs/1707.09790v1,https://arxiv.org/pdf/1707.09790v1,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/1707.09790.pdf,data/processed/texts/1707.09790.txt,already_exists,extracted,17773,False
2301.01737v2,2301.01737,Episodes Discovery Recommendation with Multi-Source Augmentations,Ziwei Fan; Alice Wang; Zahra Nazari,2023,2023-01-04T18:10:26Z,2023-01-17T00:52:46Z,"Recommender systems (RS) commonly retrieve potential candidate items for users from a massive number of items by modeling user interests based on historical interactions. However, historical interaction data is highly sparse, and most items are long-tail items, which limits the representation learning for item discovery. This problem is further augmented by the discovery of novel or cold-start items. For example, after a user displays interest in bitcoin financial investment shows in the podcast space, a recommender system may want to suggest, e.g., a newly released blockchain episode from a more technical show. Episode correlations help the discovery, especially when interaction data of episodes is limited. Accordingly, we build upon the classical Two-Tower model and introduce the novel Multi-Source Augmentations using a Contrastive Learning framework (MSACL) to enhance episode embedding learning by incorporating positive episodes from numerous correlated semantics. Extensive experiments on a real-world podcast recommendation dataset from a large audio streaming platform demonstrate the effectiveness of the proposed framework for user podcast exploration and cold-start episode recommendation.",cs.IR; cs.AI; cs.LG,http://arxiv.org/abs/2301.01737v2,https://arxiv.org/pdf/2301.01737v2,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/2301.01737.pdf,data/processed/texts/2301.01737.txt,already_exists,extracted,24810,False
1809.03040v2,1809.03040,Fairness-Aware Recommendation of Information Curators,Ziwei Zhu; Jianling Wang; Yin Zhang; James Caverlee,2018,2018-09-09T20:32:48Z,2018-10-03T21:27:27Z,"This paper highlights our ongoing efforts to create effective information curator recommendation models that can be personalized for individual users, while maintaining important fairness properties. Concretely, we introduce the problem of information curator recommendation, provide a high-level overview of a fairness-aware recommender, and introduce some preliminary experimental evidence over a real-world Twitter dataset. We conclude with some thoughts on future directions.",cs.IR,http://arxiv.org/abs/1809.03040v2,https://arxiv.org/pdf/1809.03040v2,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/1809.03040.pdf,data/processed/texts/1809.03040.txt,already_exists,extracted,21902,False
1407.4832v1,1407.4832,Collaborative Filtering Ensemble for Personalized Name Recommendation,Bernat Coma-Puig; Ernesto Diaz-Aviles; Wolfgang Nejdl,2014,2014-07-16T12:07:36Z,2014-07-16T12:07:36Z,"Out of thousands of names to choose from, picking the right one for your child is a daunting task. In this work, our objective is to help parents making an informed decision while choosing a name for their baby. We follow a recommender system approach and combine, in an ensemble, the individual rankings produced by simple collaborative filtering algorithms in order to produce a personalized list of names that meets the individual parents' taste. Our experiments were conducted using real-world data collected from the query logs of 'nameling' (nameling.net), an online portal for searching and exploring names, which corresponds to the dataset released in the context of the ECML PKDD Discover Challenge 2013. Our approach is intuitive, easy to implement, and features fast training and prediction steps.",cs.IR; cs.AI; cs.LG,http://arxiv.org/abs/1407.4832v1,https://arxiv.org/pdf/1407.4832v1,"cat:cs.IR AND all:""recommendation""",data/raw/pdfs/1407.4832.pdf,data/processed/texts/1407.4832.txt,already_exists,extracted,25570,False
2508.13209v2,2508.13209,Research on Conversational Recommender System Considering Consumer Types,Yaying Luo; Hui Fang; Zhu Sun,2025,2025-08-16T15:15:52Z,2025-09-09T02:13:02Z,"Conversational Recommender Systems (CRS) provide personalized services through multi-turn interactions, yet most existing methods overlook users' heterogeneous decision-making styles and knowledge levels, which constrains both accuracy and efficiency. To address this gap, we propose CT-CRS (Consumer Type-Enhanced Conversational Recommender System), a framework that integrates consumer type modeling into dialogue recommendation. Based on consumer type theory, we define four user categories--dependent, efficient, cautious, and expert--derived from two dimensions: decision-making style (maximizers vs. satisficers) and knowledge level (high vs. low). CT-CRS employs interaction histories and fine-tunes the large language model to automatically infer user types in real time, avoiding reliance on static questionnaires. We incorporate user types into state representation and design a type-adaptive policy that dynamically adjusts recommendation granularity, diversity, and attribute query complexity. To further optimize the dialogue policy, we adopt Inverse Reinforcement Learning (IRL), enabling the agent to approximate expert-like strategies conditioned on consumer type. Experiments on LastFM, Amazon-Book, and Yelp show that CTCRS improves recommendation success rate and reduces interaction turns compared to strong baselines. Ablation studies confirm that both consumer type modeling and IRL contribute significantly to performance gains. These results demonstrate that CT-CRS offers a scalable and interpretable solution for enhancing CRS personalization through the integration of psychological modeling and advanced policy optimization.",cs.IR; cs.AI; cs.SI,http://arxiv.org/abs/2508.13209v2,https://arxiv.org/pdf/2508.13209v2,"cat:cs.IR AND all:""recommendation""",,,failed,missing_pdf,0,False
1309.6908v1,1309.6908,A Collaborative Filtering Based Approach for Recommending Elective Courses,Sanjog Ray; Anuj Sharma,2013,2013-09-26T14:15:07Z,2013-09-26T14:15:07Z,"In management education programmes today, students face a difficult time in choosing electives as the number of electives available are many. As the range and diversity of different elective courses available for selection have increased, course recommendation systems that help students in making choices about courses have become more relevant. In this paper we extend the concept of collaborative filtering approach to develop a course recommendation system. The proposed approach provides student an accurate prediction of the grade they may get if they choose a particular course, which will be helpful when they decide on selecting elective courses, as grade is an important parameter for a student while deciding on an elective course. We experimentally evaluate the collaborative filtering approach on a real life data set and show that the proposed system is effective in terms of accuracy.",cs.IR,http://arxiv.org/abs/1309.6908v1,https://arxiv.org/pdf/1309.6908v1,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1309.6908.pdf,data/processed/texts/1309.6908.txt,already_exists,extracted,20714,False
1708.03058v2,1708.03058,Online Interactive Collaborative Filtering Using Multi-Armed Bandit with Dependent Arms,Qing Wang; Chunqiu Zeng; Wubai Zhou; Tao Li; Larisa Shwartz; Genady Ya. Grabarnik,2017,2017-08-10T02:52:57Z,2017-08-11T23:13:10Z,"Online interactive recommender systems strive to promptly suggest to consumers appropriate items (e.g., movies, news articles) according to the current context including both the consumer and item content information. However, such context information is often unavailable in practice for the recommendation, where only the users' interaction data on items can be utilized. Moreover, the lack of interaction records, especially for new users and items, worsens the performance of recommendation further. To address these issues, collaborative filtering (CF), one of the recommendation techniques relying on the interaction data only, as well as the online multi-armed bandit mechanisms, capable of achieving the balance between exploitation and exploration, are adopted in the online interactive recommendation settings, by assuming independent items (i.e., arms). Nonetheless, the assumption rarely holds in reality, since the real-world items tend to be correlated with each other (e.g., two articles with similar topics). In this paper, we study online interactive collaborative filtering problems by considering the dependencies among items. We explicitly formulate the item dependencies as the clusters on arms, where the arms within a single cluster share the similar latent topics. In light of the topic modeling techniques, we come up with a generative model to generate the items from their underlying topics. Furthermore, an efficient online algorithm based on particle learning is developed for inferring both latent parameters and states of our model. Additionally, our inferred model can be naturally integrated with existing multi-armed selection strategies in the online interactive collaborating setting. Empirical studies on two real-world applications, online recommendations of movies and news, demonstrate both the effectiveness and efficiency of the proposed approach.",cs.IR; cs.LG,http://arxiv.org/abs/1708.03058v2,https://arxiv.org/pdf/1708.03058v2,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1708.03058.pdf,data/processed/texts/1708.03058.txt,already_exists,extracted,48565,False
1804.08891v1,1804.08891,A multi-level collaborative filtering method that improves recommendations,Nikolaos Polatidis; Christos K. Georgiadis,2018,2018-04-24T08:20:45Z,2018-04-24T08:20:45Z,"Collaborative filtering is one of the most used approaches for providing recommendations in various online environments. Even though collaborative recommendation methods have been widely utilized due to their simplicity and ease of use, accuracy is still an issue. In this paper we propose a multi-level recommendation method with its main purpose being to assist users in decision making by providing recommendations of better quality. The proposed method can be applied in different online domains that use collaborative recommender systems, thus improving the overall user experience. The efficiency of the proposed method is shown by providing an extensive experimental evaluation using five real datasets and with comparisons to alternatives.",cs.IR,http://arxiv.org/abs/1804.08891v1,https://arxiv.org/pdf/1804.08891v1,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1804.08891.pdf,data/processed/texts/1804.08891.txt,already_exists,extracted,37081,False
1805.03352v2,1805.03352,Learning Heterogeneous Knowledge Base Embeddings for Explainable Recommendation,Qingyao Ai; Vahid Azizi; Xu Chen; Yongfeng Zhang,2018,2018-05-09T02:32:19Z,2018-11-01T16:15:26Z,"Providing model-generated explanations in recommender systems is important to user experience. State-of-the-art recommendation algorithms - especially collaborative filtering (CF)-based approaches with shallow or deep models - usually work with various unstructured information sources for recommendation, such as textual reviews, visual images, and various implicit or explicit feedbacks. Though structured knowledge bases were considered in content-based approaches, they have been largely ignored recently due to the research focus on CF approaches. However, structured knowledge exhibit unique advantages in personalized recommendation systems. When the explicit knowledge about users and items is considered for recommendation, the system could provide highly customized recommendations based on users' historical behaviors and the knowledge is helpful for providing informed explanations regarding the recommended items. A great challenge for using knowledge bases for recommendation is how to integrate large-scale structured data, while taking advantage of collaborative filtering for highly accurate performance. Recent achievements in knowledge-base embedding (KBE) sheds light on this problem, which makes it possible to learn user and item representations while preserving the structure of their relationship with external knowledge for explanation. In this work, we propose to explain knowledge-base embeddings for explainable recommendation. Specifically, we propose a knowledge-base representation learning framework to embed heterogeneous entities for recommendation, and based on the embedded knowledge base, a soft matching algorithm is proposed to generate personalized explanations for the recommended items. Experimental results on real-world e-commerce datasets verified the superior recommendation performance and the explainability power of our approach compared with state-of-the-art baselines.",cs.IR,http://arxiv.org/abs/1805.03352v2,https://arxiv.org/pdf/1805.03352v2,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1805.03352.pdf,data/processed/texts/1805.03352.txt,already_exists,extracted,48839,False
1803.02250v1,1803.02250,CF4CF: Recommending Collaborative Filtering algorithms using Collaborative Filtering,Tiago Cunha; Carlos Soares; André C. P. L. F. de Carvalho,2018,2018-03-06T15:23:46Z,2018-03-06T15:23:46Z,"Automatic solutions which enable the selection of the best algorithms for a new problem are commonly found in the literature. One research area which has recently received considerable efforts is Collaborative Filtering. Existing work includes several approaches using Metalearning, which relate the characteristics of datasets with the performance of the algorithms. This work explores an alternative approach to tackle this problem. Since, in essence, both are recommendation problems, this work uses Collaborative Filtering algorithms to select Collaborative Filtering algorithms. Our approach integrates subsampling landmarkers, which are a data characterization approach commonly used in Metalearning, with a standard Collaborative Filtering method. The experimental results show that CF4CF competes with standard Metalearning strategies in the problem of Collaborative Filtering algorithm selection.",cs.IR,http://arxiv.org/abs/1803.02250v1,https://arxiv.org/pdf/1803.02250v1,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1803.02250.pdf,data/processed/texts/1803.02250.txt,already_exists,extracted,21940,False
1909.01727v1,1909.01727,Heterogeneous Collaborative Filtering,Yifang Liu; Zhentao Xu; Cong Hui; Yi Xuan; Jessie Chen; Yuanming Shan,2019,2019-08-31T07:56:58Z,2019-08-31T07:56:58Z,"Recommendation system is important to a content sharing/creating social network. Collaborative filtering is a widely-adopted technology in conventional recommenders, which is based on similarity between positively engaged content items involving the same users. Conventional collaborative filtering (CCF) suffers from cold start problem and narrow content diversity. We propose a new recommendation approach, heterogeneous collaborative filtering (HCF) to tackle these challenges at the root, while keeping the strength of collaborative filtering. We present two implementation algorithms of HCF for content recommendation and content dissemination. Experiment results demonstrate that our approach improve the recommendation quality in a real world social network for content creating and sharing.",cs.IR,http://arxiv.org/abs/1909.01727v1,https://arxiv.org/pdf/1909.01727v1,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1909.01727.pdf,data/processed/texts/1909.01727.txt,already_exists,extracted,23195,False
1203.3535v1,1203.3535,Multi-Domain Collaborative Filtering,Yu Zhang; Bin Cao; Dit-Yan Yeung,2012,2012-03-15T11:17:56Z,2012-03-15T11:17:56Z,"Collaborative filtering is an effective recommendation approach in which the preference of a user on an item is predicted based on the preferences of other users with similar interests. A big challenge in using collaborative filtering methods is the data sparsity problem which often arises because each user typically only rates very few items and hence the rating matrix is extremely sparse. In this paper, we address this problem by considering multiple collaborative filtering tasks in different domains simultaneously and exploiting the relationships between domains. We refer to it as a multi-domain collaborative filtering (MCF) problem. To solve the MCF problem, we propose a probabilistic framework which uses probabilistic matrix factorization to model the rating problem in each domain and allows the knowledge to be adaptively transferred across different domains by automatically learning the correlation between domains. We also introduce the link function for different domains to correct their biases. Experiments conducted on several real-world applications demonstrate the effectiveness of our methods when compared with some representative methods.",cs.IR; cs.AI,http://arxiv.org/abs/1203.3535v1,https://arxiv.org/pdf/1203.3535v1,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1203.3535.pdf,data/processed/texts/1203.3535.txt,already_exists,extracted,27268,False
1607.00223v2,1607.00223,Memory Based Collaborative Filtering with Lucene,Claudio Gennaro,2016,2016-07-01T12:45:43Z,2024-11-18T07:36:40Z,"Memory Based Collaborative Filtering is a widely used approach to provide recommendations. It exploits similarities between ratings across a population of users by forming a weighted vote to predict unobserved ratings. Bespoke solutions are frequently adopted to deal with the problem of high quality recommendations on large data sets. A disadvantage of this approach, however, is the loss of generality and flexibility of the general collaborative filtering systems. In this paper, we have developed a methodology that allows one to build a scalable and effective collaborative filtering system on top of a conventional full-text search engine such as Apache Lucene.",cs.IR,http://arxiv.org/abs/1607.00223v2,https://arxiv.org/pdf/1607.00223v2,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1607.00223.pdf,data/processed/texts/1607.00223.txt,already_exists,extracted,19951,False
2410.03064v2,2410.03064,Geometric Collaborative Filtering with Convergence,Hisham Husain; Julien Monteil,2024,2024-10-04T01:04:41Z,2024-10-27T22:56:17Z,"Latent variable collaborative filtering methods have been a standard approach to modelling user-click interactions due to their simplicity and effectiveness. However, there is limited work on analyzing the mathematical properties of these methods in particular on preventing the overfitting towards the identity, and such methods typically utilize loss functions that overlook the geometry between items. In this work, we introduce a notion of generalization gap in collaborative filtering and analyze this with respect to latent collaborative filtering models. We present a geometric upper bound that gives rise to loss functions, and a way to meaningfully utilize the geometry of item-metadata to improve recommendations. We show how these losses can be minimized and gives the recipe to a new latent collaborative filtering algorithm, which we refer to as GeoCF, due to the geometric nature of our results. We then show experimentally that our proposed GeoCF algorithm can outperform other all existing methods on the Movielens20M and Netflix datasets, as well as two large-scale internal datasets. In summary, our work proposes a theoretically sound method which paves a way to better understand generalization of collaborative filtering at large.",cs.IR; cs.LG; eess.SY,http://arxiv.org/abs/2410.03064v2,https://arxiv.org/pdf/2410.03064v2,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/2410.03064.pdf,data/processed/texts/2410.03064.txt,already_exists,extracted,29204,False
2204.00849v1,2204.00849,Transformer-Empowered Content-Aware Collaborative Filtering,Weizhe Lin; Linjun Shou; Ming Gong; Pei Jian; Zhilin Wang; Bill Byrne; Daxin Jiang,2022,2022-04-02T12:33:23Z,2022-04-02T12:33:23Z,"Knowledge graph (KG) based Collaborative Filtering is an effective approach to personalizing recommendation systems for relatively static domains such as movies and books, by leveraging structured information from KG to enrich both item and user representations. Motivated by the use of Transformers for understanding rich text in content-based filtering recommender systems, we propose Content-aware KG-enhanced Meta-preference Networks as a way to enhance collaborative filtering recommendation based on both structured information from KG as well as unstructured content features based on Transformer-empowered content-based filtering. To achieve this, we employ a novel training scheme, Cross-System Contrastive Learning, to address the inconsistency of the two very different systems and propose a powerful collaborative filtering model and a variant of the well-known NRMS system within this modeling framework. We also contribute to public domain resources through the creation of a large-scale movie-knowledge-graph dataset and an extension of the already public Amazon-Book dataset through incorporation of text descriptions crawled from external sources. We present experimental results showing that enhancing collaborative filtering with Transformer-based features derived from content-based filtering outperforms strong baseline systems, improving the ability of knowledge-graph-based collaborative filtering systems to exploit item content information.",cs.IR,http://arxiv.org/abs/2204.00849v1,https://arxiv.org/pdf/2204.00849v1,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/2204.00849.pdf,data/processed/texts/2204.00849.txt,already_exists,extracted,50989,False
1409.2762v1,1409.2762,Parallel and Distributed Collaborative Filtering: A Survey,Efthalia Karydi; Konstantinos G. Margaritis,2014,2014-09-09T14:54:49Z,2014-09-09T14:54:49Z,"Collaborative filtering is amongst the most preferred techniques when implementing recommender systems. Recently, great interest has turned towards parallel and distributed implementations of collaborative filtering algorithms. This work is a survey of the parallel and distributed collaborative filtering implementations, aiming not only to provide a comprehensive presentation of the field's development, but also to offer future research orientation by highlighting the issues that need to be further developed.",cs.IR; cs.DC,http://arxiv.org/abs/1409.2762v1,https://arxiv.org/pdf/1409.2762v1,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1409.2762.pdf,data/processed/texts/1409.2762.txt,already_exists,extracted,100187,False
1402.2145v2,1402.2145,Using content features to enhance performance of user-based collaborative filtering performance of user-based collaborative filtering,Niloofar Rastin; Mansoor Zolghadri Jahromi,2014,2014-02-10T13:52:33Z,2014-02-13T12:16:22Z,"Content-based and collaborative filtering methods are the most successful solutions in recommender systems. Content based method is based on items attributes. This method checks the features of users favourite items and then proposes the items which have the most similar characteristics with those items. Collaborative filtering method is based on the determination of similar items or similar users, which are called item-based and user-based collaborative filtering, respectively.In this paper we propose a hybrid method that integrates collaborative filtering and content-based methods. The proposed method can be viewed as user-based Collaborative filtering technique. However to find users with similar taste with active user, we used content features of the item under investigation to put more emphasis on users rating for similar items. In other words two users are similar if their ratings are similar on items that have similar context. This is achieved by assigning a weight to each rating when calculating the similarity of two users.We used movielens data set to access the performance of the proposed method in comparison with basic user-based collaborative filtering and other popular methods.",cs.IR,http://arxiv.org/abs/1402.2145v2,https://arxiv.org/pdf/1402.2145v2,"cat:cs.IR AND all:""collaborative filtering""",data/raw/pdfs/1402.2145.pdf,data/processed/texts/1402.2145.txt,already_exists,extracted,23726,False
